Dis No,Year,Seq,Disaster Group,DisasterSubgroup,Disaster Type,Disaster Subtype,value,Entry Criteria,Country,ISO,Region,Associated Dis,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,StartMonth,Start Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$)
2005-0045-SCG,2005,45,Natural,Meteorological,Storm,Convective storm,1,Declar,Serbia Montenegro,SCG,Southern Europe,Cold wave,,,,,Kph,,,,,2005,1,,,,8750,,8750,,,
2005-0011-IRL,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Ireland,IRL,Northern Europe,,,,,125,Kph,,,,,2005,1,7,,,,,,,,
2005-0008-ITA,2005,8,Technological,Technological,Transport accident,Rail,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2005,1,7,14,80,,,80,,,
2005-0011-LTU,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Lithuania,LTU,Northern Europe,,,,,,Kph,,,,,2005,1,8,,,,,,,6000,30000
2005-0011-LVA,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Latvia,LVA,Northern Europe,,,,,,Kph,,,,,2005,1,8,,,,,,,40000,325000
2005-0069-LVA,2005,69,Natural,Meteorological,Storm,,1,SigDam,Latvia,LVA,Northern Europe,,,Yes,,144,Kph,,,,,2005,1,9,,,,,,,,
2005-0011-NLD,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Netherlands (the),NLD,Western Europe,,,,,,Kph,,,,,2005,1,8,,1,,,1,,,
2005-0011-NOR,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Norway,NOR,Northern Europe,,,,,,Kph,,,,,2005,1,13,,,,,,,40000,130000
2005-0131-POL,2005,131,Natural,Hydrological,Flood,Riverine flood,1,Affected,Poland,POL,Eastern Europe,,,,,110,Km2,,,,"Tributaries of the Odra River. Wolborka. tributaries to the Vistula, Czarna, Wisla, Wislok. Pasleka, Kaczawa",2005,3,17,2,,3600,,3600,,,
2005-0011-POL,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Poland,POL,Eastern Europe,,,,,,Kph,,,,,2005,1,7,,,,,,,,
2005-0025-RUS,2005,25,Natural,Hydrological,Landslide,Avalanche,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2005,1,11,9,,,,,,,
2005-0100-RUS,2005,100,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2005,3,10,15,2,,,2,,,
2005-0122-RUS,2005,122,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2005,3,16,29,23,,,23,,,
2005-0074-RUS,2005,74,Technological,Technological,Industrial accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,m3,,,,,2005,2,9,25,4,,,4,,,
2005-0233-RUS,2005,233,Natural,Hydrological,Flood,,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,Tikhvinkha river,2005,4,15,,,3685,,3685,,,
2005-0131-SVK,2005,131,Natural,Hydrological,Flood,Riverine flood,1,Affected,Slovakia,SVK,Eastern Europe,,,,,,Km2,,,,Torysa,2005,3,17,1,,,,,,,
2005-0011-SWE,2005,11,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Sweden,SWE,Northern Europe,,,,,,Kph,,,,,2005,1,7,7,,,,,,650000,2800000
2005-0146-UKR,2005,146,Natural,Hydrological,Flood,,1,Affected,Ukraine,UKR,Eastern Europe,,,,,,Km2,,,,,2005,2,28,,,8340,,8340,,,
2005-0338-BGR,2005,338,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Bulgaria,BGR,Eastern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,"Yantra, Vit, Osam, Baniska, Jantra, Suhata, Iantra, Kamchia",2005,7,2,17,,200,,200,,,247000
2005-0512-BEL,2005,512,Natural,Hydrological,Flood,Flash flood,1,Affected,Belgium,BEL,Western Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2005,9,10,,,210,,210,,,
2005-0727-BGR,2005,727,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bulgaria,BGR,Eastern Europe,"Slide (land, mud, snow, rock)",,,,44210,Km2,,,,"Evros, Meric (tributaries of Maritsa)",2005,8,4,7,,12000,,12000,,,
2005-0516-FRA,2005,516,Natural,Hydrological,Flood,Flash flood,1,Kill,France,FRA,Western Europe,"Slide (land, mud, snow, rock)",,,,9810,Km2,,,,,2005,9,7,1,,3000,,3000,,,
2005-0265-BGR,2005,265,Natural,Hydrological,Flood,Riverine flood,1,Declar,Bulgaria,BGR,Eastern Europe,Rain,,Yes,,71250,Km2,,,,"Skut, Vidima, Struma, Iskar, Vit",2005,5,26,6,,,,,,,10000
2005-0695-BIH,2005,695,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bosnia and Herzegovina,BIH,Southern Europe,Rain,,Yes,,,Km2,,,,,2005,12,6,,,3100,,3100,,,
2005-0713-AUT,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Austria,AUT,Western Europe,Snow/ice,,,,-35,?,,,,,2005,12,27,,,,,,,,
2005-0655-BEL,2005,655,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Belgium,BEL,Western Europe,Snow/ice,,,,,?,,,,,2005,11,25,2,,,,,,,
2005-0713-BEL,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Belgium,BEL,Western Europe,Snow/ice,,,,,?,,,,,2005,12,27,,,,,,,,
2005-0713-BLR,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Belarus,BLR,Eastern Europe,Snow/ice,,,,,?,,,,,2006,1,,5,1820,,,1820,,,
2005-0655-DEU,2005,655,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Germany,DEU,Western Europe,Snow/ice,,,,,?,,,,,2005,11,25,1,165,,,165,,150000,300000
2005-0713-ESP,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Spain,ESP,Southern Europe,Snow/ice,,,,,?,,,,,2005,12,27,9,,,,,,,
2005-0655-FRA,2005,655,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,France,FRA,Western Europe,Snow/ice,,,,,?,,,,,2005,11,23,6,,,,,,,
2005-0713-FRA,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,France,FRA,Western Europe,Snow/ice,,,,,?,,,,,2005,12,27,2,,,,,,,
2005-0713-GBR,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Snow/ice,,,,-11,?,,,,,2005,12,27,1,,,,,,,
2005-0713-HRV,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Croatia,HRV,Southern Europe,Snow/ice,,,,-20,?,,,,,2005,12,27,5,,,,,,,
2005-0713-HUN,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Hungary,HUN,Eastern Europe,Snow/ice,,,,,?,,,,,2005,12,27,48,,,,,,,
2005-0713-ITA,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Italy,ITA,Southern Europe,Snow/ice,,,,-21,?,,,,,2005,12,27,9,,,,,,,
2005-0713-MDA,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Moldova (the Republic of),MDA,Eastern Europe,Snow/ice,,,,-30,?,,,,,2006,1,20,13,,,,,,,
2005-0696-ALB,2005,696,Natural,Hydrological,Flood,Riverine flood,1,Affected,Albania,ALB,Southern Europe,,,,,10410,Km2,,,,Fan,2005,11,30,3,,500,,500,,,
2005-0364-AUT,2005,364,Natural,Hydrological,Flood,Riverine flood,1,Affected,Austria,AUT,Western Europe,,,Yes,,,Km2,,,,,2005,7,10,,,900,,900,,,
2005-0451-AUT,2005,451,Natural,Hydrological,Flood,Riverine flood,1,Kill,Austria,AUT,Western Europe,,,,,,Km2,,,,"Rhine tributaries : Landquart, Aare",2005,8,21,4,,,,,,130000,700000
2005-0473-BGR,2005,473,Natural,Hydrological,Flood,Riverine flood,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2005,8,14,7,,,,,,,200000
2005-0545-BGR,2005,545,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2005,9,21,2,,,,,,,
2005-0713-BGR,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,-23,?,,,,,2006,1,22,18,20,,,20,,,
2005-0451-CHE,2005,451,Natural,Hydrological,Flood,Riverine flood,1,Kill,Switzerland,CHE,Western Europe,,,,,,Km2,,,,"Danub and tributaries: Isar, Enns, Inn",2005,8,21,6,,2500,,2500,795000,1525000,2100000
2005-0713-CHE,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Switzerland,CHE,Western Europe,,,,,-35,?,,,,,2005,12,27,,,,,,,,
2005-0713-CZE,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,,?,,,,,2005,12,27,15,,,,,,,
2005-0364-DEU,2005,364,Natural,Hydrological,Flood,Riverine flood,1,Affected,Germany,DEU,Western Europe,,,,,,Km2,,,,"Fl?se, B?he",2005,7,10,,,450,,450,,,
2005-0451-DEU,2005,451,Natural,Hydrological,Flood,Riverine flood,1,Kill,Germany,DEU,Western Europe,,,,,,Km2,,,,Danube,2005,8,21,1,,,,,,50000,220000
2005-0713-DEU,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Germany,DEU,Western Europe,,,,,-20,?,,,,,2006,1,22,10,,,,,,,
2005-0380-ESP,2005,380,Natural,Climatological,Wildfire,Forest fire,1,Kill,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2005,7,18,11,1,,,1,,,2050000
2005-0713-EST,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Estonia,EST,Northern Europe,,,,,,?,,,,,2006,1,,3,,,,,,,
2005-0313-FIN,2005,313,Natural,Hydrological,Flood,Riverine flood,1,Affected,Finland,FIN,Northern Europe,,,,,24900,Km2,,,,"Ounasjoki, Ivalojoki rivers",2005,5,25,,,400,,400,,,
2005-0647-FRA,2005,647,Natural,Hydrological,Flood,Riverine flood,1,Affected,France,FRA,Western Europe,,,,,2000,Km2,,,,"Augly, Verdouble",2005,11,15,2,,1000,,1000,,,
2005-0367-FRA,2005,367,Natural,Climatological,Wildfire,Forest fire,1,Affected,France,FRA,Western Europe,,,,,36,Km2,,,,,2005,6,20,2,,,,,,,10000
2005-0462-FRA,2005,462,Technological,Technological,Miscellaneous accident,Fire,1,Kill,France,FRA,Western Europe,,No,No,,,,,,,,2005,8,25,17,30,,,30,,,
2005-0494-FRA,2005,494,Technological,Technological,Miscellaneous accident,Fire,1,Kill,France,FRA,Western Europe,,No,No,,,,,,,,2005,9,3,18,,,,,,,
2005-0655-GBR,2005,655,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,?,,,,,2005,11,25,,,,,,,,
2005-0819-GBR,2005,819,Natural,Meteorological,Storm,,1,SigDam,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,200,Kph,,,,,2005,1,11,7,,,,,,25000,50000
2005-0432-GRC,2005,432,Technological,Technological,Transport accident,Air,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2005,8,14,121,,,,,,,
2005-0747-HRV,2005,747,Natural,Hydrological,Flood,Riverine flood,1,Affected,Croatia,HRV,Southern Europe,,,Yes,,,Km2,,,,Mura,2005,8,,,,250,,250,,,
2005-0473-HUN,2005,473,Natural,Hydrological,Flood,Riverine flood,1,Kill,Hungary,HUN,Eastern Europe,,,,,,Km2,,,,,2005,8,14,,,,,,,,48000
2005-0421-ITA,2005,421,Technological,Technological,Transport accident,Air,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2005,8,6,16,,23,,23,,,
2005-0653-ITA,2005,653,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2005,11,18,22,,,,,,,
2005-0429-LTU,2005,429,Natural,Hydrological,Flood,Riverine flood,1,Declar,Lithuania,LTU,Northern Europe,,,Yes,,,Km2,,,,,2005,8,8,,,,,,,,
2005-0713-LVA,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Latvia,LVA,Northern Europe,,,,,,?,,,,,2006,1,,40,,,,,,,
2005-0519-MDA,2005,519,Natural,Hydrological,Flood,Riverine flood,1,Affected,Moldova (the Republic of),MDA,Eastern Europe,,,,,,Km2,,,,"Prut, Chevkar",2005,8,18,,,6500,,6500,,,7752
2006-0541-GRC,2006,541,Natural,Hydrological,Flood,Riverine flood,1,Affected,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,17970,Km2,40.76,23.65,,,2006,10,8,1,,3000,,3000,,,5659
2006-0568-GRC,2006,568,Natural,Hydrological,Flood,Riverine flood,1,Affected,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2006,10,21,,,90,,90,,,
2006-0560-GRC,2006,560,Natural,Meteorological,Storm,,1,Declar,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Kph,,,,,2006,10,17,3,,600,,600,,,
2006-0156-AUT,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Austria,AUT,Western Europe,Broken Dam/Burst bank,,,,,Km2,49.86,16.09,,"Thaya, Danube, Inn, Traun, Enns, March",2006,3,28,,,516,,516,,,
2006-0156-CZE,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Czech Republic (the),CZE,Eastern Europe,Broken Dam/Burst bank,,Yes,,,Km2,49.86,16.09,,"Vitava, Labe/Elbe, Dyje, Morava, Jihlava, Luznice, Oskava, Jevisovka, Svatava",2006,3,28,6,,4200,,4200,,,
2006-0156-DEU,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Germany,DEU,Western Europe,Broken Dam/Burst bank,,,,,Km2,49.86,16.09,,Elbe,2006,3,28,,,1000,,1000,,,
2006-0352-DEU,2006,352,Natural,Meteorological,Storm,Convective storm,1,Affected,Germany,DEU,Western Europe,Hail,,,,,Kph,,,,,2006,6,28,1,100,,,100,,,
2006-0454-HUN,2006,454,Natural,Meteorological,Storm,,1,Affected,Hungary,HUN,Eastern Europe,Rain,,,,120,Kph,,,,,2006,8,20,5,300,,,300,,5000,10000
2006-0124-FRA,2006,124,Natural,Meteorological,Storm,,1,Kill,France,FRA,Western Europe,Cold wave,,,,,Kph,,,,,2006,3,,4,,,,,,,
2006-9411-LTU,2006,9411,Natural,Climatological,Drought,Drought,1,Declar,Lithuania,LTU,Northern Europe,Heat wave,,Yes,,,Km2,,,,,2006,8,,,,,,,,,225573
2006-0356-DEU,2006,356,Natural,Meteorological,Storm,,1,Declar,Germany,DEU,Western Europe,Flood,,Yes,,,Kph,,,,,2006,7,7,,,,,,,,
2006-0573-FRA,2006,573,Natural,Meteorological,Storm,Convective storm,1,Affected,France,FRA,Western Europe,Flood,,,,133,Kph,,,,,2006,10,23,1,2,600,,602,,,
2006-0383-BEL,2006,383,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Belgium,BEL,Western Europe,,,,,,?,,,,,2006,6,,940,,,,,,,
2006-0148-BGR,2006,148,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Bulgaria,BGR,Eastern Europe,,,,,5,Richter,41.708,25.544,,,2006,2,20,,2,525,,527,,,
2006-0156-BGR,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2006,4,10,,,,,,,,
2006-0209-BGR,2006,209,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2006,4,7,,,,,,,,
2006-0419-CHE,2006,419,Natural,Hydrological,Flood,Riverine flood,1,Affected,Switzerland,CHE,Western Europe,,,,,364,Km2,46.04,7.39,,Dumand river,2006,7,26,,,3000,,3000,,,
2006-0124-CHE,2006,124,Natural,Meteorological,Storm,,1,Kill,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2006,3,,1,,,,,,,
2006-0349-CZE,2006,349,Natural,Hydrological,Flood,,1,Affected,Czech Republic (the),CZE,Eastern Europe,,,,,,Km2,,,,Dyje,2006,6,30,,,115,,115,,,
2006-0383-DEU,2006,383,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Germany,DEU,Western Europe,,,,,,?,,,,,2006,7,15,2,,,,,,,
2006-0529-DEU,2006,529,Technological,Technological,Transport accident,Rail,1,Kill,Germany,DEU,Western Europe,,No,No,,,,,,,,2006,9,22,23,10,,,10,,,
2006-0003-DEU,2006,3,Technological,Technological,Miscellaneous accident,Collapse,1,Kill,Germany,DEU,Western Europe,,No,No,,,,,,,,2006,1,2,15,18,,,18,,,
2006-0124-DEU,2006,124,Natural,Meteorological,Storm,,1,Kill,Germany,DEU,Western Europe,,,,,,Kph,,,,,2006,3,,10,200,,,200,,,
2006-0617-ESP,2006,617,Natural,Hydrological,Flood,Riverine flood,1,Affected,Spain,ESP,Southern Europe,,,,,,Km2,41.65,-7.87,,,2006,10,22,,,,,,,,
2006-0383-ESP,2006,383,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Spain,ESP,Southern Europe,,,,,40,?,,,,,2006,7,15,21,,,,,,,
2006-0444-ESP,2006,444,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2006,8,4,4,,,,,,120000,659000
2006-0347-ESP,2006,347,Technological,Technological,Transport accident,Rail,1,Kill,Spain,ESP,Southern Europe,,No,No,,,,,,,,2006,7,3,43,39,,,39,,,
2006-0383-FRA,2006,383,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,France,FRA,Western Europe,,,,,37,?,,,,,2006,7,15,1388,,,,,,,
2006-0564-FRA,2006,564,Technological,Technological,Transport accident,Rail,1,Kill,France,FRA,Western Europe,,No,No,,,,,,,,2006,10,11,13,20,,,20,,,
2006-0156-HRV,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Croatia,HRV,Southern Europe,,,,,,Km2,,,,"Danube, Drava",2006,4,4,,,,,,,,
2006-0156-HUN,2006,156,Natural,Hydrological,Flood,Riverine flood,1,Kill,Hungary,HUN,Eastern Europe,,,Yes,,,Km2,,,,"Danuba, Tisza, Vah, K??",2006,3,28,,,32000,,32000,,,
2006-0031-HUN,2006,31,Technological,Technological,Transport accident,Air,1,Kill,Hungary,HUN,Eastern Europe,,No,No,,,,,,,,2006,1,19,42,,,,,,,
2006-0079-ITA,2006,79,Technological,Technological,Transport accident,Road,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2006,2,6,12,9,,,9,,,
2006-0562-ITA,2006,562,Technological,Technological,Transport accident,Rail,1,Affected,Italy,ITA,Southern Europe,,No,No,,,,,,,,2006,10,17,1,100,,,100,,,
2006-0124-ITA,2006,124,Natural,Meteorological,Storm,,1,Kill,Italy,ITA,Southern Europe,,,,,,Kph,,,,,2006,3,,1,,,,,,,
2006-0219-ITA,2006,219,Natural,Hydrological,Landslide,,1,Affected,Italy,ITA,Southern Europe,,,,,,,,,,,2006,4,30,4,9,150,,159,,,
2007-0019-AUT,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Austria,AUT,Western Europe,,,,,,Kph,,,,,2007,1,17,,,,,,,260000,400000
2007-0019-BEL,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Belgium,BEL,Western Europe,,,,,130,Kph,,,,,2007,1,18,2,2,,,2,,280000,450000
2007-0019-BLR,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Belarus,BLR,Eastern Europe,,,,,,Kph,,,,,2007,1,19,,,,,,,,10000
2007-0037-CHE,2007,37,Natural,Meteorological,Storm,Convective storm,1,Kill,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2007,1,23,,,,,,,,
2007-0019-CHE,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2007,1,17,,,,,,,,100000
2007-0019-CZE,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,216,Kph,,,,,2007,1,18,4,,,,,,35000,150000
2007-0037-DEU,2007,37,Natural,Meteorological,Storm,Convective storm,1,Kill,Germany,DEU,Western Europe,,,,,,Kph,,,,,2007,1,23,7,,,,,,,
2007-0019-DEU,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Germany,DEU,Western Europe,,,,,200,Kph,,,,,2007,1,18,11,130,,,130,,3120000,5500000
2007-0019-DNK,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Denmark,DNK,Northern Europe,,,,,,Kph,,,,,2007,1,17,,,,,,,,100000
2007-0037-ESP,2007,37,Natural,Meteorological,Storm,Convective storm,1,Kill,Spain,ESP,Southern Europe,,,,,,Kph,,,,,2007,1,23,1,,,,,,,
2007-0132-ESP,2007,132,Natural,Hydrological,Flood,Riverine flood,1,Affected,Spain,ESP,Southern Europe,,,,,42040,Km2,41.65,-0.65,,Ebro,2007,4,3,1,,280,,280,,,
2007-0037-FRA,2007,37,Natural,Meteorological,Storm,Convective storm,1,Kill,France,FRA,Western Europe,,,,,,Kph,,,,,2007,1,23,1,,,,,,,
2007-0019-FRA,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,France,FRA,Western Europe,,,,,,Kph,,,,,2007,1,18,3,,,,,,130000,250000
2007-0019-GBR,2007,19,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,160,Kph,,,,,2007,1,18,13,,,,,,670000,1200000
2007-0051-GRC,2007,51,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2007,2,2,19,,1,,1,,,
2007-0074-GRC,2007,74,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2007,2,18,25,,1,,1,,,
2007-0092-LTU,2007,92,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Lithuania,LTU,Northern Europe,,No,No,,,,,,,,2007,2,22,25,,,,,,,
2005-0276-RUS,2005,276,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2005,5,9,,,5000,,5000,,,21168
2005-0337-ROU,2005,337,Natural,Hydrological,Flood,Riverine flood,1,Affected,Romania,ROU,Eastern Europe,Rain,,Yes,,,Km2,,,,,2005,7,2,8,2,5100,,5102,,,
2005-0285-RUS,2005,285,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,Broken Dam/Burst bank,,,,,Km2,,,,Kuma river,2005,5,11,,,138,,138,,,2500
2005-0644-RUS,2005,644,Technological,Technological,Industrial accident,Explosion,1,Declar,Russian Federation (the),RUS,Eastern Europe,Chemical spill,No,Yes,,,m3,,,,,2005,11,18,,,,,,,,
2005-0713-NLD,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Netherlands (the),NLD,Western Europe,Snow/ice,,,,,?,,,,,2005,12,27,,,,,,,,
2005-0713-POL,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Poland,POL,Eastern Europe,Snow/ice,,,,-32,?,,,,,2005,10,,191,,,,,,,
2005-0713-RUS,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Russian Federation (the),RUS,Eastern Europe,Snow/ice,,,,-43,?,,,,,2006,1,,116,14,,,14,,,1000000
2005-0713-UKR,2005,713,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Ukraine,UKR,Eastern Europe,Snow/ice,,,,-30,?,,,,,2006,1,16,801,9600,50000,,59600,,,
2005-0450-MKD,2005,450,Natural,Hydrological,Flood,Riverine flood,1,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,10,,Km2,,,,,2005,8,4,,,2000,,2000,,,
2005-0452-MLT,2005,452,Technological,Technological,Transport accident,Water,1,Kill,Malta,MLT,Southern Europe,,No,No,,,,,,,,2005,8,20,26,,2,,2,,,
2005-0655-NLD,2005,655,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Netherlands (the),NLD,Western Europe,,,,,,?,,,,,2005,11,25,,,,,,,60000,100000
2005-0604-NLD,2005,604,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Netherlands (the),NLD,Western Europe,,No,No,,,,,,,,2005,10,27,11,15,,,15,,,
2005-0551-POL,2005,551,Technological,Technological,Transport accident,Road,1,Kill,Poland,POL,Eastern Europe,,No,No,,,,,,,,2005,9,30,12,40,,,40,,,
2005-0820-PRT,2005,820,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Portugal,PRT,Southern Europe,,,,,,?,,,,,2005,6,,462,,,,,,,
2005-0367-PRT,2005,367,Natural,Climatological,Wildfire,Forest fire,1,Affected,Portugal,PRT,Southern Europe,,,,,,Km2,,,,,2005,5,15,15,136,,,136,,,1650000
2005-0365-ROU,2005,365,Natural,Hydrological,Flood,Riverine flood,1,Kill,Romania,ROU,Eastern Europe,,Yes,,2020,40040,Km2,,,,"Siret, Trotus",2005,7,12,24,,14669,,14669,,,800000
